Order ID,Customer ID,Order Date,Order Time,Item Serial,Box Type,Delivery Region,Distance (miles),,
1097772,506234,29/01/2022,23:35,83921,Large,East Midlands,65,,
1097773,320671,30/01/2022,00:55,00442,Small,Greater London,32,,
1097774,768687,30/01/2022,18:27,00881,Small,Greater London,40,,
1097775,535082,31/01/2022,09:47,23376,Small,South West,259,,
1097776,712360,31/01/2022,10:05,76500,Large,South East,76,,
1097777,600683,31/01/2022,10:30,09529,Small,North East,256,,
1097778,769510,01/02/2022,01:45,93601,Large,East Midlands,114,,
1097779,153229,01/02/2022,02:34,62821,Small,East Midlands,119,,
1097780,876813,01/02/2022,20:06,11122,Small,South Wales,209,,
1097781,751455,02/02/2022,07:36,25460,Small,South Wales,158,,
1097782,256741,03/02/2022,06:33,17407,Small,South West,220,,
1097783,576832,04/02/2022,05:50,48272,Small,South West,264,,
1097784,560772,05/02/2022,05:29,75788,Large,East Midlands,78,,
1097785,698483,05/02/2022,22:55,70729,Small,South West,218,,
1097786,133443,05/02/2022,23:31,03836,Small,South West,235,,
1097787,564773,06/02/2022,14:40,60258,Small,Greater London,24,,
1097788,843665,06/02/2022,19:47,37920,Small,Greater London,24,,
1097789,326541,07/02/2022,14:51,88865,Large,South East,77,,
1097790,617106,08/02/2022,01:41,86974,Large,North East,290,,
1097791,154969,08/02/2022,03:16,34968,Small,South East,62,,
1097792,525237,08/02/2022,04:46,68058,Small,East Midlands,108,,
1097793,104011,08/02/2022,16:39,56031,Small,Greater London,45,,
1097794,667930,09/02/2022,14:23,98794,Large,West Midlands,139,,
1097795,817918,10/02/2022,09:52,86963,Large,South East,50,,
1097796,104011,11/02/2022,05:28,67574,Small,Greater London,34,,
1097797,488462,11/02/2022,13:20,88770,Large,East Midlands,54,,
1097798,558595,11/02/2022,20:32,37889,Small,East Midlands,97,,
1097799,103222,12/02/2022,18:55,23559,Small,East Midlands,56,,
1097800,974714,13/02/2022,08:47,16887,Small,Greater London,50,,
1097801,717934,13/02/2022,09:39,64502,Small,Greater London,46,,
1097802,103222,13/02/2022,22:20,99932,Large,Greater London,21,,
1097803,608305,14/02/2022,02:30,86018,Large,East Midlands,101,,
1097804,742989,15/02/2022,02:16,40335,Small,South West,156,,
1097805,502572,15/02/2022,04:00,53271,Small,Greater London,42,,
1097806,870498,15/02/2022,14:43,34631,Small,Greater London,44,,
1097807,217953,16/02/2022,08:06,55060,Small,Greater London,10,,
1097808,103222,17/02/2022,06:22,32360,Small,South West,175,,
1097809,964805,18/02/2022,04:33,48771,Small,Greater London,36,,
1097810,282571,18/02/2022,20:04,16056,Small,South West,112,,
1097811,365274,18/02/2022,21:28,87213,Large,South East,80,,
1097812,950433,19/02/2022,10:53,42811,Small,Greater London,6,,
1097813,325557,19/02/2022,14:54,08335,Small,South East,47,,
1097814,796382,20/02/2022,04:48,07985,Small,North East,288,,
1097815,771432,20/02/2022,22:03,11113,Small,Greater London,38,,
1097816,815542,21/02/2022,04:46,12544,Small,South East,73,,
1097817,412289,21/02/2022,09:55,55413,Small,South Wales,221,,
1097818,790275,22/02/2022,09:42,49296,Small,South East,72,,
1097819,783215,22/02/2022,21:56,78863,Large,North East,245,,
1097820,668162,23/02/2022,00:22,30714,Small,South East,45,,
1097821,360766,23/02/2022,21:34,53446,Small,North Wales,270,,
1097822,929771,24/02/2022,03:26,87117,Large,Greater London,7,,
1097823,378041,24/02/2022,07:59,25045,Small,Greater London,31,,
1097824,170719,24/02/2022,08:33,38355,Small,North Wales,228,,
1097825,196720,25/02/2022,04:27,73879,Small,South East,53,,
1097826,456600,25/02/2022,14:41,58202,Small,South West,120,,
1097827,241062,25/02/2022,22:45,54102,Small,South Wales,164,,
1097828,103222,26/02/2022,04:27,59831,Small,South East,73,,
1097829,103222,26/02/2022,23:40,15320,Small,North East,182,,
1097830,976496,27/02/2022,06:39,34629,Small,South East,43,,
1097831,387070,27/02/2022,14:04,17189,Small,Greater London,44,,
1097832,572845,28/02/2022,06:46,50253,Small,North East,221,,
1097833,909603,01/03/2022,01:17,39610,Small,South West,300,,
1097834,132884,01/03/2022,05:09,06026,Small,South Wales,142,,
1097835,505142,01/03/2022,06:12,82068,Large,Greater London,20,,
1097836,321950,01/03/2022,17:23,77635,Large,South West,180,,
1097837,123901,01/03/2022,17:33,57518,Small,West Midlands,129,,
1097838,514843,01/03/2022,19:56,02283,Small,South East,60,,
1097839,774605,02/03/2022,07:04,09179,Small,Greater London,13,,
1097840,969809,02/03/2022,18:05,38806,Small,South East,79,,
1097841,694753,02/03/2022,19:06,08144,Small,Greater London,28,,
1097842,317189,02/03/2022,22:53,94060,Large,Greater London,39,,
1097843,554337,03/03/2022,08:49,72312,Small,Greater London,27,,
1097844,436284,03/03/2022,10:15,16759,Small,East Midlands,106,,
1097845,565055,03/03/2022,21:10,63993,Small,Greater London,15,,
1097846,510386,03/03/2022,21:45,88806,Large,Greater London,33,,
1097847,362588,04/03/2022,01:26,01998,Small,Greater London,35,,
1097848,564323,04/03/2022,11:59,42506,Small,South Wales,219,,
1097849,808992,04/03/2022,16:19,31929,Small,Greater London,17,,
1097850,990364,04/03/2022,16:20,28605,Small,South West,263,,
1097851,191142,04/03/2022,22:05,95636,Large,Greater London,6,,
1097852,980246,05/03/2022,02:16,57760,Small,West Midlands,131,,
1097853,213792,05/03/2022,07:28,26735,Small,Greater London,34,,
1097854,167995,05/03/2022,17:56,98133,Large,Greater London,7,,
1097855,290160,05/03/2022,22:33,96069,Large,Greater London,10,,
1097856,514847,06/03/2022,08:53,19024,Small,South East,70,,
1097857,498732,06/03/2022,12:28,93320,Large,Greater London,31,,
1097858,200821,06/03/2022,19:59,69024,Small,South East,56,,
1097859,182032,07/03/2022,02:47,37197,Small,Greater London,16,,
1097860,388534,07/03/2022,13:02,97345,Large,South East,71,,
1097861,399660,07/03/2022,22:22,15189,Small,South East,52,,
1097862,529785,08/03/2022,09:48,94192,Large,South West,108,,
1097863,884339,08/03/2022,13:58,10859,Small,South East,54,,
1097864,807913,08/03/2022,19:03,34503,Small,South East,69,,
1097865,485759,09/03/2022,04:41,17714,Small,West Midlands,101,,
1097866,105857,09/03/2022,16:30,57916,Small,Greater London,9,,
1097867,904610,09/03/2022,17:13,19397,Small,Greater London,14,,
1097868,366332,09/03/2022,19:58,10445,Small,South East,73,,
1097869,149963,10/03/2022,04:01,24633,Small,Greater London,43,,
1097870,299987,10/03/2022,07:15,17654,Small,Greater London,47,,
1097871,222314,10/03/2022,15:57,03107,Small,Greater London,33,,
1097872,162454,10/03/2022,17:26,05639,Small,South East,45,,
1097873,731898,10/03/2022,21:47,48640,Small,Greater London,9,,
1097874,409169,11/03/2022,09:06,78090,Large,South East,49,,
1097875,708001,11/03/2022,17:11,05412,Small,South East,55,,
1097876,497216,12/03/2022,03:23,23506,Small,South West,253,,
1097877,103222,12/03/2022,04:53,39648,Small,Greater London,32,,
1097878,626016,12/03/2022,07:02,83189,Large,South East,48,,
1097879,873997,12/03/2022,12:58,61800,Small,Greater London,8,,
1097880,375006,13/03/2022,00:04,28134,Small,South West,261,,
1097881,523962,13/03/2022,11:20,41352,Small,South Wales,186,,
1097882,897200,13/03/2022,15:06,24369,Small,South East,64,,
1097883,365645,13/03/2022,19:42,47251,Small,West Midlands,136,,
1097884,568507,14/03/2022,06:27,58147,Small,South East,69,,
1097885,104011,14/03/2022,15:37,59415,Small,Greater London,12,,
1097886,100131,14/03/2022,17:52,82240,Large,East Midlands,113,,
1097887,103222,14/03/2022,23:36,97315,Large,East Midlands,97,,
1097888,618036,15/03/2022,10:03,80124,Large,Greater London,38,,
1097889,633867,15/03/2022,15:47,68613,Small,Greater London,49,,
1097890,450204,15/03/2022,23:33,97681,Large,South East,50,,
1097891,467779,16/03/2022,02:57,72819,Small,South West,249,,
1097892,430831,16/03/2022,12:59,03215,Small,South Wales,142,,
1097893,451075,16/03/2022,18:35,37715,Small,South East,55,,
1097894,511424,16/03/2022,20:15,65944,Small,Greater London,44,,
1097895,870722,17/03/2022,02:31,51074,Small,South East,79,,
1097896,103222,17/03/2022,08:48,90348,Large,South West,157,,
1097897,432515,17/03/2022,11:57,16123,Small,South West,108,,
1097898,651780,17/03/2022,20:38,61093,Small,Greater London,15,,
1097899,897579,18/03/2022,02:33,28762,Small,North East,290,,
1097900,635298,18/03/2022,06:53,19036,Small,South West,247,,
1097901,239999,18/03/2022,09:42,07585,Small,Greater London,29,,
1097902,335140,18/03/2022,13:36,35257,Small,Greater London,32,,
1097903,817578,18/03/2022,22:57,85813,Large,South East,64,,
1097904,634682,19/03/2022,06:32,74576,Small,Greater London,13,,
1097905,636525,19/03/2022,09:49,18756,Small,South Wales,144,,
1097906,650553,19/03/2022,19:14,05692,Small,Greater London,8,,
1097907,759274,20/03/2022,02:12,02754,Small,South East,74,,
1097908,950913,20/03/2022,11:20,92054,Large,South East,79,,
1097909,530302,20/03/2022,21:05,00010,Small,Greater London,12,,
1097910,543667,21/03/2022,04:52,07668,Small,South West,82,,
1097911,310684,21/03/2022,07:19,77439,Large,South West,141,,
1097912,695285,21/03/2022,11:59,56984,Small,South West,53,,
1097913,645647,21/03/2022,20:21,85471,Large,West Midlands,123,,
1097914,536773,22/03/2022,04:49,31264,Small,North Wales,177,,
1097915,527626,22/03/2022,15:20,14408,Small,South East,41,,
1097916,774989,23/03/2022,01:40,60929,Small,North Wales,234,,
1097917,548668,23/03/2022,02:35,98900,Large,North East,221,,
1097918,104011,23/03/2022,08:17,44557,Small,South East,40,,
1097919,704372,23/03/2022,09:29,25016,Small,Greater London,21,,
1097920,693878,23/03/2022,12:16,13433,Small,South West,275,,
1097921,103222,23/03/2022,12:32,17707,Small,Greater London,39,,
1097922,297976,23/03/2022,15:00,76670,Large,South Wales,141,,
1097923,553806,23/03/2022,18:49,50193,Small,South West,290,,
1097924,403168,23/03/2022,19:48,70286,Small,East Midlands,68,,
1097925,103222,23/03/2022,20:31,25751,Small,South Wales,168,,
1097926,103222,24/03/2022,05:41,35949,Small,South West,262,,
1097927,740616,24/03/2022,12:36,22884,Small,East Midlands,118,,
1097928,795221,24/03/2022,20:09,99075,Large,South West,243,,
1097929,406804,24/03/2022,22:15,53843,Small,South East,50,,
1097930,580808,25/03/2022,01:18,30758,Small,North Wales,200,,
1097931,285470,25/03/2022,06:41,32268,Small,Greater London,27,,
1097932,540325,25/03/2022,07:02,60336,Small,South East,43,,
1097933,580951,25/03/2022,07:30,50355,Small,Greater London,34,,
1097934,104561,25/03/2022,14:19,40715,Small,Greater London,43,,
1097935,442052,25/03/2022,22:49,77500,Large,South East,54,,
1097936,429558,26/03/2022,06:27,44787,Small,Greater London,41,,
1097937,657782,26/03/2022,07:20,55846,Small,South East,63,,
1097938,437185,26/03/2022,12:48,44293,Small,South East,65,,
1097939,259244,26/03/2022,19:25,14271,Small,South West,112,,
1097940,519123,26/03/2022,22:56,73621,Small,East Midlands,86,,
1097941,233960,27/03/2022,09:15,88851,Large,South East,55,,
1097942,758817,27/03/2022,17:04,92671,Large,South West,48,,
1097943,527960,27/03/2022,22:32,91781,Large,Greater London,18,,
1097944,438961,28/03/2022,04:27,46338,Small,North East,286,,
1097945,806218,28/03/2022,08:04,03137,Small,South West,164,,
1097946,694559,28/03/2022,10:14,00614,Small,South West,115,,
1097947,229325,28/03/2022,15:48,23587,Small,South East,52,,
1097948,618218,28/03/2022,23:55,43239,Small,South West,126,,
1097949,815432,29/03/2022,04:36,96258,Large,South West,139,,
1097950,828695,29/03/2022,09:37,60092,Small,South Wales,211,,
1097951,368633,29/03/2022,10:56,40511,Small,South West,121,,
1097952,390144,29/03/2022,21:34,30082,Small,South East,51,,
1097953,245453,30/03/2022,00:49,48135,Small,South East,69,,
1097954,798697,30/03/2022,07:53,99965,Large,East Midlands,44,,
1097955,845491,30/03/2022,19:02,51034,Small,North Wales,252,,
1097956,774000,30/03/2022,21:10,26818,Small,Greater London,40,,
1097957,735253,31/03/2022,06:53,58639,Small,Greater London,45,,
1097958,131229,31/03/2022,17:25,49604,Small,Greater London,25,,
1097959,447094,31/03/2022,20:35,18351,Small,South East,70,,
1097960,550922,01/04/2022,07:43,08634,Small,Greater London,39,,
1097961,597000,01/04/2022,19:16,04440,Small,Greater London,36,,
1097962,370089,01/04/2022,22:54,75347,Large,South Wales,159,,
1097963,289850,02/04/2022,10:06,75160,Large,Greater London,25,,
1097964,104011,02/04/2022,13:31,82515,Large,South West,153,,
1097965,922571,02/04/2022,18:13,07328,Small,South Wales,215,,
1097966,983647,03/04/2022,05:21,32852,Small,South East,60,,
1097967,571477,03/04/2022,06:28,82230,Large,South Wales,238,,
1097968,148489,03/04/2022,17:37,60874,Small,North Wales,160,,
1097969,508481,04/04/2022,05:14,49349,Small,North East,262,,
1097970,706885,04/04/2022,07:22,41394,Small,Greater London,28,,
1097971,626146,04/04/2022,17:49,80467,Large,South East,80,,
1097972,114480,05/04/2022,05:45,01435,Small,East Midlands,68,,
1097973,616877,05/04/2022,11:14,56075,Small,Greater London,10,,
1097974,333021,05/04/2022,12:11,29921,Small,South Wales,248,,
1097975,283077,05/04/2022,18:10,82817,Large,West Midlands,160,,
1097976,528766,06/04/2022,04:19,97488,Large,South Wales,143,,
1097977,252060,06/04/2022,15:49,84397,Large,East Midlands,57,,
1097978,885809,07/04/2022,03:39,59904,Small,South East,57,,
1097979,889031,07/04/2022,07:39,05560,Small,Greater London,23,,
1097980,770548,07/04/2022,12:49,03757,Small,Greater London,10,,
1097981,394064,07/04/2022,18:43,43210,Small,West Midlands,97,,
1097982,104011,08/04/2022,01:15,56051,Small,East Midlands,99,,
1097983,355751,08/04/2022,11:38,89722,Large,North East,280,,
1097984,181264,08/04/2022,20:29,93681,Large,Greater London,23,,
1097985,388283,09/04/2022,07:30,84645,Large,East Midlands,41,,
1097986,851994,09/04/2022,15:21,47217,Small,South Wales,236,,
1097987,226933,09/04/2022,22:15,38207,Small,Greater London,24,,
1097988,226745,10/04/2022,08:58,61380,Small,Greater London,17,,
1097989,556682,10/04/2022,11:08,65524,Small,South East,54,,
1097990,273530,10/04/2022,14:06,16418,Small,South East,69,,
1097991,928454,10/04/2022,15:51,78676,Large,South East,57,,
1097992,216508,10/04/2022,21:58,29011,Small,South West,202,,
1097993,448417,11/04/2022,04:38,24050,Small,Greater London,48,,
1097994,553486,11/04/2022,05:51,83251,Large,Greater London,38,,
1097995,704619,11/04/2022,09:23,58566,Small,West Midlands,149,,
1097996,214289,11/04/2022,17:06,33677,Small,South West,253,,
1097997,560095,12/04/2022,01:58,40261,Small,Greater London,20,,
1097998,103222,12/04/2022,09:27,00589,Small,Greater London,21,,
1097999,723978,12/04/2022,16:12,92144,Large,South East,48,,
1098000,644838,13/04/2022,02:09,63849,Small,South East,77,,
1098001,345940,13/04/2022,04:07,20151,Small,South East,48,,
1098002,335253,13/04/2022,11:35,51017,Small,South West,207,,
1098003,103222,13/04/2022,22:55,00048,Small,Greater London,22,,
1098004,104011,14/04/2022,04:19,31608,Small,South West,200,,
1098005,748166,14/04/2022,14:54,73991,Small,South East,54,,
1098006,390694,14/04/2022,23:06,30535,Small,South East,79,,
1098007,976471,15/04/2022,07:23,70062,Small,East Midlands,113,,
1098008,263238,15/04/2022,18:22,63986,Small,South East,49,,
1098009,699645,15/04/2022,20:01,38107,Small,Greater London,32,,
1098010,994547,16/04/2022,03:28,35782,Small,West Midlands,127,,
1098011,928388,16/04/2022,08:31,10791,Small,South East,70,,
1098012,597930,16/04/2022,20:21,22660,Small,South West,120,,
1098013,578687,17/04/2022,06:45,68342,Small,South East,47,,
1098014,666603,17/04/2022,13:29,43300,Small,South East,46,,
1098015,557467,17/04/2022,22:52,74615,Small,Greater London,39,,
1098016,470657,18/04/2022,10:25,41665,Small,South West,155,,
1098017,267514,18/04/2022,12:24,78272,Large,South West,69,,
1098018,297541,18/04/2022,18:52,62694,Small,North East,223,,
1098019,352812,18/04/2022,20:44,99951,Large,Greater London,25,,
1098020,104011,18/04/2022,23:39,55853,Small,South West,105,,
1098021,103222,19/04/2022,05:26,98825,Large,South East,55,,
1098022,103222,19/04/2022,06:54,45069,Small,Greater London,37,,
1098023,320471,19/04/2022,14:33,10714,Small,South West,199,,
1098024,322851,19/04/2022,15:45,72019,Small,South West,229,,
1098025,104011,20/04/2022,00:36,14620,Small,South West,262,,
1098026,413652,20/04/2022,06:10,89485,Large,South West,109,,
1098027,304384,20/04/2022,08:41,11089,Small,Greater London,16,,
1098028,104011,20/04/2022,18:16,97492,Large,Greater London,41,,
1098029,103222,20/04/2022,22:21,34046,Small,East Midlands,94,,
1098030,407455,21/04/2022,05:25,58111,Small,Greater London,45,,
1098031,218713,21/04/2022,11:18,98779,Large,South West,56,,
1098032,426647,21/04/2022,18:47,33281,Small,Greater London,37,,
1098033,103222,22/04/2022,04:06,59143,Small,Greater London,19,,
1098034,598469,22/04/2022,13:18,00911,Small,South Wales,238,,
1098035,665876,22/04/2022,17:29,73259,Small,Greater London,39,,
1098036,845686,23/04/2022,01:41,08924,Small,South West,145,,
1098037,423135,23/04/2022,10:39,91107,Large,South West,179,,
1098038,598744,23/04/2022,14:05,82197,Large,South Wales,169,,
1098039,237959,23/04/2022,22:49,63863,Small,Greater London,43,,
1098040,194807,24/04/2022,08:17,44012,Small,South East,67,,
1098041,634201,24/04/2022,12:06,03040,Small,South East,49,,
1098042,539594,24/04/2022,20:47,96414,Large,South West,85,,
1098043,572543,24/04/2022,22:40,39866,Small,South East,45,,
1098044,402626,25/04/2022,06:09,81905,Large,East Midlands,93,,
1098045,459959,25/04/2022,10:35,54094,Small,Greater London,22,,
1098046,104011,25/04/2022,15:34,41092,Small,North Wales,223,,
1098047,103222,26/04/2022,00:11,71402,Small,South East,44,,
1098048,759455,26/04/2022,10:17,44600,Small,North Wales,230,,
1098049,102653,26/04/2022,20:08,80469,Large,South West,124,,
1098050,516952,27/04/2022,04:54,72131,Small,Greater London,39,,
1098051,220618,27/04/2022,09:34,61218,Small,North East,223,,
1098052,674085,27/04/2022,20:05,61300,Small,West Midlands,102,,
1098053,964531,28/04/2022,02:06,61062,Small,East Midlands,114,,
1098054,975255,28/04/2022,13:16,54099,Small,Greater London,24,,
1098055,862527,28/04/2022,17:20,93393,Large,South East,69,,
1098056,695052,28/04/2022,20:15,41007,Small,South East,74,,
1098057,104011,29/04/2022,03:09,36086,Small,South East,78,,
1098058,871939,29/04/2022,06:27,63255,Small,Greater London,46,,
1098059,279507,29/04/2022,12:02,40398,Small,East Midlands,54,,
1098060,515991,29/04/2022,21:44,61801,Small,Greater London,47,,
1098061,597489,30/04/2022,02:22,41679,Small,North East,237,,
1098062,480862,30/04/2022,07:30,28235,Small,South Wales,190,,
1098063,728502,30/04/2022,14:03,43597,Small,South West,62,,
1098064,216272,30/04/2022,14:38,38678,Small,North East,195,,
1098065,178978,30/04/2022,19:39,92579,Large,Greater London,27,,
1098066,521175,30/04/2022,23:09,08378,Small,South East,75,,
1098067,104011,01/05/2022,08:39,67129,Small,West Midlands,131,,
1098068,157565,01/05/2022,19:20,46119,Small,East Midlands,72,,
1098069,481715,02/05/2022,05:07,39687,Small,South East,47,,
1098070,427041,02/05/2022,16:20,26087,Small,South Wales,172,,
1098071,473330,02/05/2022,18:29,84347,Large,North East,213,,
1098072,215112,02/05/2022,19:50,83495,Large,South East,46,,
1098073,912946,03/05/2022,01:26,34383,Small,South West,240,,
1098074,468923,03/05/2022,06:35,24353,Small,South East,57,,
1098075,103222,03/05/2022,17:11,27576,Small,North East,225,,
1098076,810325,03/05/2022,21:45,87528,Large,Greater London,22,,
1098077,104011,03/05/2022,23:18,64957,Small,South East,71,,
1098078,174908,04/05/2022,02:07,54023,Small,South West,111,,
1098079,972901,04/05/2022,04:37,97640,Large,South East,67,,
1098080,966725,04/05/2022,12:08,69850,Small,Greater London,25,,
1098081,641061,04/05/2022,22:17,77088,Large,Greater London,36,,
1098082,643889,05/05/2022,10:16,75276,Large,Greater London,26,,
1098083,490724,05/05/2022,21:19,72155,Small,South West,242,,
1098084,735630,06/05/2022,08:37,04689,Small,Greater London,7,,
1098085,881955,06/05/2022,09:04,50506,Small,East Midlands,113,,
1098086,520983,06/05/2022,10:43,60019,Small,South East,61,,
1098087,292159,06/05/2022,22:05,48987,Small,South West,72,,
1098088,700113,07/05/2022,01:41,20263,Small,South West,230,,
1098089,761791,07/05/2022,08:45,97274,Large,South Wales,238,,
1098090,514957,07/05/2022,14:15,82343,Large,South West,137,,
1098091,270311,07/05/2022,15:54,99849,Large,Greater London,49,,
1098092,790995,07/05/2022,21:19,30067,Small,South West,197,,
1098093,541159,07/05/2022,23:41,53141,Small,South East,72,,
1098094,371028,08/05/2022,10:57,11241,Small,South East,57,,
1098095,966022,08/05/2022,15:29,90951,Large,South East,46,,
1098096,649112,08/05/2022,19:09,00314,Small,South East,77,,
1098097,103222,08/05/2022,22:29,49624,Small,East Midlands,40,,
1098098,184071,09/05/2022,08:01,77229,Large,South East,67,,
1098099,752202,09/05/2022,14:52,38037,Small,South Wales,153,,
1098100,715579,09/05/2022,21:42,05400,Small,South West,201,,
1098101,475212,10/05/2022,04:09,37810,Small,South West,296,,
1098102,711815,10/05/2022,14:58,43528,Small,South West,287,,
1098103,103222,10/05/2022,20:23,09325,Small,South West,182,,
1098104,211866,11/05/2022,03:33,94197,Large,Greater London,23,,
1098105,937889,11/05/2022,14:32,72225,Small,South West,84,,
1098106,649224,12/05/2022,02:15,21583,Small,South East,60,,
1098107,470482,12/05/2022,14:02,71536,Small,North East,258,,
1098108,904594,12/05/2022,15:35,38808,Small,Greater London,40,,
1098109,399076,12/05/2022,23:06,58484,Small,East Midlands,99,,
1098110,289865,13/05/2022,10:51,80939,Large,South East,56,,
1098111,517719,13/05/2022,12:49,82043,Large,Greater London,27,,
1098112,217836,13/05/2022,21:59,28095,Small,South East,43,,
1098113,226569,14/05/2022,02:41,23126,Small,South East,60,,
1098114,312566,14/05/2022,06:23,62171,Small,South West,127,,
1098115,908462,14/05/2022,08:06,36337,Small,South East,61,,
1098116,290722,14/05/2022,12:05,49630,Small,South West,103,,
1098117,142216,14/05/2022,23:58,70739,Small,North East,180,,
1098118,659963,15/05/2022,07:52,96153,Large,North East,205,,
1098119,994301,15/05/2022,11:20,40666,Small,Greater London,47,,
1098120,384643,15/05/2022,22:13,86047,Large,Greater London,20,,
1098121,877135,16/05/2022,10:10,26715,Small,East Midlands,97,,
1098122,452606,16/05/2022,16:21,91809,Large,Greater London,39,,
1098123,585909,17/05/2022,00:46,77623,Large,South Wales,146,,
1098124,788857,17/05/2022,02:21,47276,Small,South East,54,,
1098125,524142,17/05/2022,12:52,35328,Small,South East,68,,
1098126,474319,17/05/2022,23:05,34546,Small,East Midlands,78,,
1098127,639861,18/05/2022,05:07,38961,Small,East Midlands,56,,
1098128,471178,18/05/2022,08:12,57877,Small,South East,75,,
1098129,441201,18/05/2022,14:40,89024,Large,Greater London,7,,
1098130,698920,18/05/2022,23:44,90674,Large,South East,63,,
1098131,945976,18/05/2022,23:52,29315,Small,South East,78,,
1098132,559519,19/05/2022,02:42,56194,Small,West Midlands,148,,
1098133,921719,19/05/2022,07:15,54037,Small,South Wales,158,,
1098134,104011,19/05/2022,14:15,03887,Small,South East,75,,
1098135,194999,19/05/2022,17:09,70039,Small,South Wales,198,,
1098136,644078,20/05/2022,03:39,01318,Small,West Midlands,105,,
1098137,398203,20/05/2022,10:46,37623,Small,Greater London,21,,
1098138,228437,20/05/2022,16:51,47407,Small,South Wales,196,,
1098139,658894,20/05/2022,19:03,18375,Small,Greater London,33,,
1098140,104011,20/05/2022,22:20,87999,Large,South East,46,,
1098141,891970,21/05/2022,08:13,56981,Small,North East,210,,
1098142,917149,21/05/2022,12:02,64065,Small,South Wales,216,,
1098143,552814,21/05/2022,16:29,86725,Large,South East,65,,
1098144,788945,22/05/2022,01:21,35801,Small,North Wales,238,,
1098145,764983,22/05/2022,09:18,52618,Small,South Wales,217,,
1098146,230335,22/05/2022,15:10,42779,Small,South East,73,,
1098147,104011,22/05/2022,19:31,95790,Large,South East,60,,
1098148,389701,23/05/2022,05:11,62989,Small,South East,49,,
1098149,216268,23/05/2022,08:53,99764,Large,Greater London,11,,
1098150,494518,23/05/2022,13:07,90023,Large,South East,67,,
1098151,269901,23/05/2022,13:24,80348,Large,East Midlands,112,,
1098152,103222,23/05/2022,17:07,40510,Small,South East,49,,
1098153,327831,23/05/2022,19:51,11264,Small,South East,43,,
1098154,104011,24/05/2022,06:20,66750,Small,East Midlands,63,,
1098155,765757,24/05/2022,12:44,60875,Small,Greater London,12,,
1098156,401175,24/05/2022,20:40,29681,Small,South East,43,,
1098157,946788,25/05/2022,06:08,12426,Small,Greater London,9,,
1098158,216585,25/05/2022,14:49,59460,Small,Greater London,18,,
1098159,963533,25/05/2022,23:57,57208,Small,East Midlands,113,,
1098160,399544,26/05/2022,07:41,16978,Small,Greater London,25,,
1098161,352409,26/05/2022,09:09,37485,Small,South East,67,,
1098162,380757,26/05/2022,12:03,39725,Small,South East,76,,
1098163,747431,26/05/2022,14:42,89748,Large,South Wales,246,,
1098164,909446,26/05/2022,19:15,15051,Small,East Midlands,62,,
1098165,572442,26/05/2022,21:45,88318,Large,East Midlands,120,,
1098166,175548,27/05/2022,04:15,01977,Small,East Midlands,62,,
1098167,921450,27/05/2022,07:04,66146,Small,South East,65,,
1098168,642067,27/05/2022,13:34,70691,Small,Greater London,38,,
1098169,662751,27/05/2022,22:26,72866,Small,South Wales,206,,
1098170,104011,28/05/2022,03:33,66655,Small,South East,79,,
1098171,359032,28/05/2022,04:24,27663,Small,Greater London,47,,
1098172,712327,28/05/2022,04:32,91431,Large,East Midlands,84,,
1098173,104011,28/05/2022,11:03,03737,Small,South Wales,193,,
1098174,497038,28/05/2022,21:38,04823,Small,South East,44,,
1098175,336983,29/05/2022,07:56,50047,Small,Greater London,36,,
1098176,726933,29/05/2022,09:43,65498,Small,Greater London,7,,
1098177,629037,29/05/2022,15:11,51423,Small,South East,41,,
1098178,195812,29/05/2022,17:23,54719,Small,South East,66,,
1098179,563933,29/05/2022,20:23,30977,Small,Greater London,38,,
1098180,103222,29/05/2022,23:02,43115,Small,East Midlands,99,,
1098181,572084,30/05/2022,07:17,65991,Small,Greater London,14,,
1098182,711030,30/05/2022,10:42,79120,Large,South Wales,147,,
1098183,820606,30/05/2022,10:45,48491,Small,Greater London,21,,
1098184,130841,30/05/2022,14:08,97182,Large,Greater London,49,,
1098185,878591,30/05/2022,17:29,63137,Small,Greater London,50,,
1098186,382201,31/05/2022,04:30,70179,Small,East Midlands,66,,
1098187,995273,31/05/2022,15:41,96031,Large,Greater London,27,,
1098188,635450,01/06/2022,01:11,26712,Small,South West,255,,
1098189,273378,01/06/2022,08:11,83002,Large,South Wales,234,,
1098190,412787,01/06/2022,09:48,86832,Large,East Midlands,72,,
1098191,103222,01/06/2022,12:39,67067,Small,South West,69,,
1098192,643027,01/06/2022,17:27,62294,Small,East Midlands,99,,
1098193,275100,01/06/2022,19:40,46516,Small,South West,291,,
1098194,504074,01/06/2022,20:34,59318,Small,South Wales,194,,
1098195,103222,02/06/2022,02:33,81012,Large,Greater London,22,,
1098196,652557,02/06/2022,06:38,71559,Small,Greater London,17,,
1098197,226443,02/06/2022,08:25,53243,Small,South East,78,,
1098198,145492,02/06/2022,13:31,93168,Large,South West,288,,
1098199,485787,02/06/2022,16:50,85729,Large,North Wales,163,,
1098200,637693,02/06/2022,22:49,36208,Small,South East,54,,
1098201,723256,03/06/2022,02:54,30461,Small,South East,56,,
1098202,852523,03/06/2022,04:21,32982,Small,East Midlands,49,,
1098203,876028,03/06/2022,05:20,78462,Large,South West,257,,
1098204,901582,03/06/2022,10:59,86105,Large,South East,67,,
